OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,TotNumberCycles,TotUsingFrozenEggs,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDCycle6,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDCansRate6,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDEmbryosRate6,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDImplant6,FshNDeSETRate1,FshNDeSETRate2,FshNDeSETRate3,FshNDeSETRate4,FshNDeSETRate5,FshNDeSETRate6,FshNDHealthSnglLBRate1,FshNDHealthSnglLBRate2,FshNDHealthSnglLBRate3,FshNDHealthSnglLBRate4,FshNDHealthSnglLBRate5,FshNDHealthSnglLBRate6,FshNDSnglLBRate1,FshNDSnglLBRate2,FshNDSnglLBRate3,FshNDSnglLBRate4,FshNDSnglLBRate5,FshNDSnglLBRate6,FshNDTwinlLBRate1,FshNDTwinlLBRate2,FshNDTwinlLBRate3,FshNDTwinlLBRate4,FshNDTwinlLBRate5,FshNDTwinlLBRate6,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshNDLvBirthsRate6,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDPregRate6,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,FshNDTransfers6,FshNDHealthSnglLB_TransRate1,FshNDHealthSnglLB_TransRate2,FshNDHealthSnglLB_TransRate3,FshNDHealthSnglLB_TransRate4,FshNDHealthSnglLB_TransRate5,FshNDHealthSnglLB_TransRate6,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDSnglLB_TransRate6,FshNDTwinLB_TransRate1,FshNDTwinLB_TransRate2,FshNDTwinLB_TransRate3,FshNDTwinLB_TransRate4,FshNDTwinLB_TransRate5,FshNDTwinLB_TransRate6,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDLvBirths_TransRate6,FshNDTransPregRate1,FshNDTransPregRate2,FshNDTransPregRate3,FshNDTransPregRate4,FshNDTransPregRate5,FshNDTransPregRate6,ThwNDTotCycles1,ThwNDTotCycles2,ThwNDTotCycles3,ThwNDTotCycles4,ThwNDTotCycles5,ThwNDTotCycles6,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDTransfers6,ThwNDEstTransPerRetrievRate1,ThwNDEstTransPerRetrievRate2,ThwNDEstTransPerRetrievRate3,ThwNDEstTransPerRetrievRate4,ThwNDEstTransPerRetrievRate5,ThwNDEstTransPerRetrievRate6,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,ThwNDEmbryosRate6,ThwNDImplant1,ThwNDImplant2,ThwNDImplant3,ThwNDImplant4,ThwNDImplant5,ThwNDImplant6,ThwNDHealthSnglLB_TransRate1,ThwNDHealthSnglLB_TransRate2,ThwNDHealthSnglLB_TransRate3,ThwNDHealthSnglLB_TransRate4,ThwNDHealthSnglLB_TransRate5,ThwNDHealthSnglLB_TransRate6,ThwNDSnglLB_TransRate1,ThwNDSnglLB_TransRate2,ThwNDSnglLB_TransRate3,ThwNDSnglLB_TransRate4,ThwNDSnglLB_TransRate5,ThwNDSnglLB_TransRate6,ThwNDTwinLB_TransRate1,ThwNDTwinLB_TransRate2,ThwNDTwinLB_TransRate3,ThwNDTwinLB_TransRate4,ThwNDTwinLB_TransRate5,ThwNDTwinLB_TransRate6,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDLvBirths_TransRate6,ThwNDTransPregRate1,ThwNDTransPregRate2,ThwNDTransPregRate3,ThwNDTransPregRate4,ThwNDTransPregRate5,ThwNDTransPregRate6,TotBankingCycles1,TotBankingCycles2,TotBankingCycles3,TotBankingCycles4,TotBankingCycles5,TotBankingCycles6,FshDnrTotCycles,ThwDnrTotCycles,FshDnrTransfers,ThwDnrTransfers,FshDnrEmbryosRate,ThwDnrEmbryosRate,FshDnrImplant,ThwDnrImplant,FshDnrHealthSnglLB_TransRate,ThwDnrHealthSnglLB_TransRate,FshDnrSnglLB_TransRate,ThwDnrSnglLB_TransRate,FshDnrTwinLB_TransRate,ThwDnrTwinLB_TransRate,FshDnrLvBirths_TransRate,ThwDnrLvBirths_TransRate,FshDnrTransPregRate,ThwDnrTransPregRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,TotExcludedResearchCycles,state_code
423,INSTITUTE FOR WOMEN'S HEALTH,ADVANCED FERTILITY CENTER,SAN ANTONIO,TEXAS,100%,55%,0%,0%,0%,14%,53%,22%,2%,2%,41%,39%,0%,20%,35%,52,0,"Joseph R. Garza, MD",11,6,11,2,7,1,1 / 11,1 / 6,1 / 11,2 / 2,2 / 7,1 / 1,1.5,2.2,2.8,,1.4,,3 / 6,4 / 11,0 / 17,,0 / 7,,2 / 4,0 / 5,0 / 4,,0 / 2,,1 / 11,0 / 6,0 / 11,0 / 2,0 / 7,0 / 1,1 / 11,0 / 6,0 / 11,0 / 2,0 / 7,0 / 1,1 / 11,2 / 6,0 / 11,0 / 2,0 / 7,0 / 1,2 / 11,2 / 6,0 / 11,0 / 2,0 / 7,0 / 1,2 / 11,2 / 6,0 / 11,0 / 2,0 / 7,0 / 1,4,5,6,0,5,0,1 / 4,0 / 5,0 / 6,,0 / 5,,1 / 4,0 / 5,0 / 6,,0 / 5,,1 / 4,2 / 5,0 / 6,,0 / 5,,2 / 4,2 / 5,0 / 6,,0 / 5,,2 / 4,2 / 5,0 / 6,,0 / 5,,6,1,4,0,0,0,6,1,4,0,0,0,1.2,1.0,2.0,0.0,0.0,,1.5,2.0,2.0,,,,2 / 9,0 / 2,4 / 8,,,,1 / 6,0 / 1,0 / 4,,,,2 / 6,0 / 1,0 / 4,,,,0 / 6,0 / 1,1 / 4,,,,2 / 6,0 / 1,1 / 4,,,,2 / 6,0 / 1,2 / 4,,,,1,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,"Institute for Women's Health, Advanced Fertility Center",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
424,PERINATAL AND FERTILITY SPECIALISTS OF SAN ANTONIO,,SAN ANTONIO,TEXAS,100%,65%,0%,0%,0%,36%,18%,36%,32%,0%,14%,0%,0%,32%,5%,22,0,"Gerard M. HonorŽ, MD, PhD",6,1,8,5,0,0,0 / 6,0 / 1,2 / 8,1 / 5,,,2.0,3.0,3.0,3.3,,,2 / 12,0 / 3,2 / 15,1 / 13,,,0 / 6,0 / 1,0 / 5,0 / 3,,,0 / 6,0 / 1,0 / 8,0 / 5,,,0 / 6,0 / 1,0 / 8,0 / 5,,,1 / 6,0 / 1,0 / 8,0 / 5,,,1 / 6,0 / 1,0 / 8,0 / 5,,,1 / 6,0 / 1,1 / 8,1 / 5,,,6,1,5,4,0,0,0 / 6,0 / 1,0 / 5,0 / 4,,,0 / 6,0 / 1,0 / 5,0 / 4,,,1 / 6,0 / 1,0 / 5,0 / 4,,,1 / 6,0 / 1,0 / 5,0 / 4,,,1 / 6,0 / 1,1 / 5,1 / 4,,,2,0,0,0,0,0,2,0,0,0,0,0,1.0,,,,,,1.5,,,,,,1 / 3,,,,,,1 / 2,,,,,,1 / 2,,,,,,0 / 2,,,,,,1 / 2,,,,,,1 / 2,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,Fertility Specialists of San Antonio,Yes,Yes,Yes,Yes,Yes,No,Yes,0,TX
425,"REPRODUCTIVE MEDICINE ASSOCIATES OF TEXAS, PA",,SAN ANTONIO,TEXAS,100%,88%,0%,<1%,3%,12%,37%,23%,12%,3%,40%,12%,6%,19%,21%,387,0,"Francisco Arredondo, MD",103,39,28,7,6,0,8.7,10.3,14.3,3 / 7,1 / 6,,1.7,1.8,1.9,2.0,2.4,,58.6,32.8,35.6,0 / 6,0 / 12,,27.6,3.3,0 / 18,0 / 2,0 / 3,,32.0,23.1,17.9,0 / 7,0 / 6,,37.9,28.2,21.4,0 / 7,0 / 6,,15.5,5.1,7.1,0 / 7,0 / 6,,55.3,33.3,28.6,0 / 7,0 / 6,,63.1,46.2,50.0,0 / 7,0 / 6,,93,35,24,3,5,0,35.5,25.7,20.8,0 / 3,0 / 5,,41.9,31.4,25.0,0 / 3,0 / 5,,17.2,5.7,8.3,0 / 3,0 / 5,,61.3,37.1,33.3,0 / 3,0 / 5,,69.9,51.4,58.3,0 / 3,0 / 5,,60,21,22,2,1,0,60,20,21,2,1,0,1.4,1.2,1.2,0.3,0.5,0.0,1.4,1.6,1.5,1.0,3.0,,54.4,36.7,34.4,0 / 2,0 / 3,,50.0,35.0,14.3,0 / 2,0 / 1,,51.7,45.0,19.0,0 / 2,0 / 1,,5.0,5.0,4.8,0 / 2,0 / 1,,56.7,50.0,23.8,0 / 2,0 / 1,,65.0,55.0,42.9,0 / 2,0 / 1,,29,13,17,6,2,1,11,19,9,19,1.6,1.4,8 / 14,29.6,3 / 9,4 / 19,4 / 9,7 / 19,1 / 9,0 / 19,5 / 9,7 / 19,7 / 9,8 / 19,"Reproductive Medicine Associates of Texas, PA",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
426,UT MEDICINE WOMEN'S HEALTH CENTER,,SAN ANTONIO,TEXAS,100%,38%,0%,0%,0%,14%,15%,27%,12%,5%,35%,3%,22%,11%,18%,97,0,"Randal D. Robinson, MD",28,16,15,1,4,0,3.6,2 / 16,3 / 15,1 / 1,1 / 4,,1.7,1.9,2.3,,3.0,,40.0,28.0,7.1,,0 / 6,,19.0,1 / 11,0 / 10,,0 / 2,,28.6,4 / 16,1 / 15,0 / 1,0 / 4,,28.6,4 / 16,2 / 15,0 / 1,0 / 4,,17.9,1 / 16,0 / 15,0 / 1,0 / 4,,46.4,5 / 16,2 / 15,0 / 1,0 / 4,,46.4,6 / 16,2 / 15,0 / 1,0 / 4,,26,13,12,0,2,0,30.8,4 / 13,1 / 12,,0 / 2,,30.8,4 / 13,2 / 12,,0 / 2,,19.2,1 / 13,0 / 12,,0 / 2,,50.0,5 / 13,2 / 12,,0 / 2,,50.0,6 / 13,2 / 12,,0 / 2,,12,5,5,3,3,0,12,5,5,2,3,0,1.3,1.7,1.7,,,,1.5,1.8,2.0,1.5,1.3,,4 / 18,0 / 9,2 / 10,0 / 3,0 / 4,,1 / 12,0 / 5,0 / 5,0 / 2,0 / 3,,1 / 12,0 / 5,1 / 5,0 / 2,0 / 3,,1 / 12,0 / 5,0 / 5,0 / 2,0 / 3,,2 / 12,0 / 5,1 / 5,0 / 2,0 / 3,,3 / 12,0 / 5,1 / 5,0 / 2,0 / 3,,3,0,0,0,0,0,1,1,1,1,2.0,2.0,0 / 2,0 / 2,0 / 1,0 / 1,0 / 1,0 / 1,0 / 1,0 / 1,0 / 1,0 / 1,0 / 1,0 / 1,UT Medicine Women's Health Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
427,SCOTT & WHITE,,TEMPLE,TEXAS,100%,67%,0%,0%,1%,30%,6%,0%,8%,0%,29%,6%,30%,4%,5%,98,0,"Thomas J. Wincek, MD, PhD",47,13,10,2,0,0,21.3,5 / 13,4 / 10,1 / 2,,,1.9,2.0,2.2,,,,50.7,2 / 16,5 / 13,,,,0.0,0 / 8,0 / 6,,,,17.0,0 / 13,2 / 10,0 / 2,,,19.1,0 / 13,3 / 10,0 / 2,,,14.9,0 / 13,0 / 10,0 / 2,,,34.0,0 / 13,3 / 10,0 / 2,,,48.9,2 / 13,4 / 10,0 / 2,,,36,8,6,0,0,0,22.2,0 / 8,2 / 6,,,,25.0,0 / 8,3 / 6,,,,19.4,0 / 8,0 / 6,,,,44.4,0 / 8,3 / 6,,,,63.9,2 / 8,4 / 6,,,,16,1,3,0,0,0,16,1,3,0,0,0,2.0,,,0.0,,,1.8,2.0,1.7,,,,30.8,0 / 2,0 / 5,,,,4 / 16,0 / 1,0 / 3,,,,4 / 16,0 / 1,0 / 3,,,,1 / 16,0 / 1,0 / 3,,,,5 / 16,0 / 1,0 / 3,,,,7 / 16,0 / 1,0 / 3,,,,0,0,0,1,0,0,1,4,1,3,2.0,2.0,1 / 2,0 / 4,0 / 1,0 / 3,0 / 1,0 / 3,0 / 1,0 / 3,0 / 1,0 / 3,1 / 1,1 / 3,Scott & White,No,No,Yes,Yes,Yes,No,No,0,TX
428,"NORTH HOUSTON CENTER FOR REPRODUCTIVE MEDICINE, PA",(NHCRM),THE WOODLANDS,TEXAS,100%,85%,2%,2%,3%,7%,47%,14%,9%,9%,21%,30%,15%,25%,17%,81,0,"Dorothy J. Roach, MD",32,12,8,6,0,2,0.0,0 / 12,1 / 8,0 / 6,,1 / 2,1.8,1.8,2.3,2.2,,3.0,51.8,54.5,5 / 16,1 / 13,,1 / 3,10.3,1 / 11,0 / 7,0 / 5,,0 / 1,31.3,5 / 12,0 / 8,0 / 6,,0 / 2,37.5,5 / 12,1 / 8,0 / 6,,0 / 2,21.9,2 / 12,2 / 8,0 / 6,,0 / 2,59.4,7 / 12,3 / 8,0 / 6,,0 / 2,65.6,8 / 12,3 / 8,1 / 6,,1 / 2,32,12,7,6,0,1,31.3,5 / 12,0 / 7,0 / 6,,0 / 1,37.5,5 / 12,1 / 7,0 / 6,,0 / 1,21.9,2 / 12,2 / 7,0 / 6,,0 / 1,59.4,7 / 12,3 / 7,0 / 6,,0 / 1,65.6,8 / 12,3 / 7,1 / 6,,1 / 1,11,2,4,1,0,0,11,2,4,1,0,0,2.8,,4.0,,,,1.6,2.0,1.5,1.0,,,8 / 18,1 / 4,2 / 6,0 / 1,,,1 / 11,1 / 2,0 / 4,0 / 1,,,3 / 11,1 / 2,1 / 4,0 / 1,,,2 / 11,0 / 2,0 / 4,0 / 1,,,5 / 11,1 / 2,1 / 4,0 / 1,,,6 / 11,1 / 2,2 / 4,0 / 1,,,0,0,0,0,0,0,3,0,3,0,1.3,,2 / 4,,1 / 3,,2 / 3,,0 / 3,,2 / 3,,2 / 3,,"North Houston Center for Reproductive Medicine, PA, (NHCRM)",Yes,No,Yes,Yes,Yes,Yes,Yes,0,TX
429,CENTER OF REPRODUCTIVE MEDICINE (CORM),,WEBSTER,TEXAS,100%,69%,0%,<1%,10%,9%,35%,22%,14%,1%,8%,10%,2%,<1%,0%,349,0,"Vicki L. Schnell, MD",109,37,23,10,3,4,4.6,5.4,21.7,2 / 10,0 / 3,1 / 4,1.9,1.9,2.3,1.9,3.0,4.0,54.4,37.7,18.9,2 / 13,0 / 3,0 / 8,17.0,11.1,0 / 14,0 / 5,0 / 1,0 / 2,30.3,27.0,4.3,1 / 10,0 / 3,0 / 4,33.0,32.4,8.7,1 / 10,0 / 3,0 / 4,17.4,5.4,8.7,0 / 10,0 / 3,0 / 4,52.3,40.5,17.4,1 / 10,0 / 3,0 / 4,58.7,40.5,21.7,2 / 10,0 / 3,0 / 4,97,28,16,7,1,2,34.0,35.7,1 / 16,1 / 7,0 / 1,0 / 2,37.1,42.9,2 / 16,1 / 7,0 / 1,0 / 2,19.6,7.1,2 / 16,0 / 7,0 / 1,0 / 2,58.8,53.6,4 / 16,1 / 7,0 / 1,0 / 2,66.0,53.6,5 / 16,2 / 7,0 / 1,0 / 2,57,12,14,6,3,2,52,11,11,4,3,2,3.5,1.8,3.7,2.0,,,1.9,2.0,2.0,2.8,2.0,2.5,24.2,18.2,18.2,3 / 11,2 / 6,0 / 5,25.0,2 / 11,3 / 11,1 / 4,0 / 3,0 / 2,30.8,2 / 11,4 / 11,1 / 4,0 / 3,0 / 2,5.8,1 / 11,0 / 11,1 / 4,0 / 3,0 / 2,36.5,3 / 11,4 / 11,2 / 4,0 / 3,0 / 2,40.4,3 / 11,4 / 11,2 / 4,1 / 3,0 / 2,0,0,0,0,0,0,34,35,29,29,1.9,2.0,46.4,15.1,37.9,13.8,41.4,20.7,24.1,0.0,65.5,20.7,65.5,31.0,Center of Reproductive Medicine (CORM),Yes,No,Yes,Yes,Yes,Yes,Yes,0,TX
430,UTAH FERTILITY CENTER,,PLEASANT GROVE,UTAH,100%,50%,0%,<1%,<1%,22%,15%,29%,20%,2%,35%,7%,7%,18%,16%,489,2,"Russell Foulk, MD",214,55,22,12,1,0,0.5,7.3,13.6,2 / 12,0 / 1,,1.9,1.9,2.1,2.4,2.0,,55.3,43.9,23.5,4 / 17,0 / 2,,10.9,2.5,1 / 13,0 / 6,0 / 1,,24.3,21.8,13.6,4 / 12,0 / 1,,29.4,25.5,13.6,4 / 12,0 / 1,,26.2,12.7,4.5,0 / 12,0 / 1,,56.5,40.0,18.2,4 / 12,0 / 1,,65.0,50.9,36.4,4 / 12,0 / 1,,201,46,17,7,1,0,25.9,26.1,3 / 17,4 / 7,0 / 1,,31.3,30.4,3 / 17,4 / 7,0 / 1,,27.9,15.2,1 / 17,0 / 7,0 / 1,,60.2,47.8,4 / 17,4 / 7,0 / 1,,69.2,60.9,8 / 17,4 / 7,0 / 1,,74,15,6,3,1,4,48,9,3,1,1,1,1.4,1.1,0.4,0.3,,0.5,1.8,1.9,1.0,1.0,2.0,1.0,43.9,5 / 17,0 / 2,1 / 1,2 / 2,0 / 1,33.3,3 / 9,0 / 3,0 / 1,0 / 1,0 / 1,37.5,3 / 9,0 / 3,0 / 1,0 / 1,0 / 1,12.5,1 / 9,0 / 3,0 / 1,1 / 1,0 / 1,50.0,4 / 9,0 / 3,0 / 1,1 / 1,0 / 1,58.3,4 / 9,1 / 3,1 / 1,1 / 1,0 / 1,20,4,7,3,0,2,34,10,34,9,1.9,1.8,58.6,11 / 16,26.5,2 / 9,32.4,3 / 9,20.6,2 / 9,52.9,5 / 9,73.5,5 / 9,Utah Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,UT
431,UTAH CENTER FOR REPRODUCTIVE MEDICINE,,SALT LAKE CITY,UTAH,100%,48%,0%,<1%,3%,10%,12%,21%,15%,2%,43%,16%,12%,9%,18%,579,0,"Erica B. Johnstone, MD",223,53,28,17,1,0,4.9,18.9,14.3,6 / 17,0 / 1,,1.9,2.1,2.1,2.9,,,46.1,36.9,31.7,2 / 17,,,13.2,2.6,0 / 18,0 / 7,,,23.3,22.6,7.1,0 / 17,0 / 1,,28.3,26.4,10.7,0 / 17,0 / 1,,19.3,15.1,10.7,1 / 17,0 / 1,,47.5,41.5,21.4,1 / 17,0 / 1,,50.7,41.5,35.7,3 / 17,0 / 1,,186,40,21,8,0,0,28.0,30.0,9.5,0 / 8,,,33.9,35.0,14.3,0 / 8,,,23.1,20.0,14.3,1 / 8,,,57.0,55.0,28.6,1 / 8,,,60.8,55.0,47.6,3 / 8,,,77,30,15,13,2,2,74,29,15,13,2,2,1.6,2.4,1.0,0.5,0.4,0.4,1.9,1.7,1.8,1.7,1.5,2.0,33.3,40.0,44.4,19.0,1 / 3,0 / 2,23.0,34.5,5 / 15,3 / 13,0 / 2,0 / 2,29.7,41.4,6 / 15,3 / 13,1 / 2,0 / 2,13.5,0.0,2 / 15,0 / 13,0 / 2,0 / 2,44.6,41.4,8 / 15,3 / 13,1 / 2,0 / 2,47.3,62.1,9 / 15,5 / 13,1 / 2,1 / 2,11,6,9,20,5,5,34,28,30,25,1.8,1.8,39.6,40.9,23.3,28.0,33.3,40.0,16.7,8.0,50.0,48.0,53.3,56.0,Utah Center for Reproductive Medicine,Yes,No,Yes,Yes,Yes,Yes,Yes,0,UT
432,REPRODUCTIVE CARE CENTER,,SANDY,UTAH,100%,69%,0%,<1%,5%,9%,24%,20%,18%,3%,55%,6%,2%,7%,26%,521,41,"Keith L. Blauer, MD",190,59,34,8,1,1,5.3,3.4,5.9,1 / 8,0 / 1,0 / 1,2.0,1.9,2.1,1.7,2.0,,33.3,21.6,10.9,1 / 10,0 / 2,,9.9,12.5,7.7,1 / 5,0 / 1,,19.5,20.3,11.8,1 / 8,0 / 1,0 / 1,22.1,20.3,11.8,1 / 8,0 / 1,0 / 1,13.2,5.1,2.9,0 / 8,0 / 1,0 / 1,35.3,25.4,14.7,1 / 8,0 / 1,0 / 1,39.5,30.5,17.6,2 / 8,0 / 1,0 / 1,160,53,27,7,1,0,23.1,22.6,14.8,1 / 7,0 / 1,,26.3,22.6,14.8,1 / 7,0 / 1,,15.6,5.7,3.7,0 / 7,0 / 1,,41.9,28.3,18.5,1 / 7,0 / 1,,46.9,34.0,22.2,2 / 7,0 / 1,,107,24,17,7,0,2,102,23,16,7,0,2,2.0,2.1,1.5,1.8,,2.0,1.7,1.6,1.5,1.7,,1.5,32.9,21.2,37.5,1 / 12,,0 / 3,21.6,21.7,2 / 16,1 / 7,,0 / 2,24.5,26.1,2 / 16,1 / 7,,0 / 2,11.8,0.0,3 / 16,0 / 7,,0 / 2,36.3,26.1,5 / 16,1 / 7,,0 / 2,46.1,30.4,6 / 16,1 / 7,,0 / 2,4,0,3,0,0,0,8,15,8,13,2.1,1.5,3 / 17,7 / 19,2 / 8,2 / 13,2 / 8,4 / 13,0 / 8,1 / 13,2 / 8,5 / 13,3 / 8,5 / 13,Reproductive Care Center,Yes,Yes,No,Yes,Yes,Yes,Yes,0,UT
433,VERMONT CENTER FOR REPRODUCTIVE MEDICINE, UNIVERSITY OF VERMONT MEDICAL CENTER FOR REPRODUCTIVE MEDICINE,BURLINGTON,VERMONT,100%,50%,0%,3%,1%,6%,9%,33%,7%,<1%,40%,13%,16%,8%,16%,129,0,"Elizabeth McGee, MD",30,26,25,10,2,0,0.0,23.1,24.0,1 / 10,0 / 2,,1.7,1.7,2.3,2.3,4.0,,56.1,32.3,26.8,1 / 16,0 / 4,,23.8,5 / 15,1 / 17,1 / 6,0 / 1,,20.0,11.5,16.0,0 / 10,0 / 2,,30.0,11.5,16.0,0 / 10,0 / 2,,23.3,11.5,4.0,0 / 10,0 / 2,,53.3,23.1,24.0,0 / 10,0 / 2,,53.3,26.9,28.0,1 / 10,0 / 2,,24,18,18,7,1,0,25.0,3 / 18,4 / 18,0 / 7,0 / 1,,37.5,3 / 18,4 / 18,0 / 7,0 / 1,,29.2,3 / 18,1 / 18,0 / 7,0 / 1,,66.7,6 / 18,6 / 18,0 / 7,0 / 1,,66.7,7 / 18,7 / 18,1 / 7,0 / 1,,5,4,4,2,0,1,5,4,3,2,0,1,2.5,2.0,,2.0,,,1.4,1.0,1.3,2.0,,2.0,1 / 7,1 / 4,1 / 4,0 / 4,,1 / 2,1 / 5,1 / 4,1 / 3,0 / 2,,1 / 1,1 / 5,1 / 4,1 / 3,0 / 2,,1 / 1,0 / 5,0 / 4,0 / 3,0 / 2,,0 / 1,1 / 5,1 / 4,1 / 3,0 / 2,,1 / 1,1 / 5,1 / 4,1 / 3,0 / 2,,1 / 1,0,0,0,0,0,0,12,8,11,8,1.5,1.4,5 / 15,4 / 9,4 / 11,1 / 8,4 / 11,2 / 8,0 / 11,1 / 8,4 / 11,3 / 8,6 / 11,4 / 8,This clinic has closed or reorganized since 2013.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,0,VT
434,WASHINGTON FERTILITY CENTER,,ANNANDALE,VIRGINIA,100%,52%,0%,0%,<1%,16%,8%,35%,4%,<1%,30%,7%,20%,4%,15%,143,0,"Pierre Asmar, MD",34,22,22,18,5,3,0.0,0.0,4.5,0 / 18,0 / 5,0 / 3,1.8,2.2,2.6,2.7,2.7,2.3,26.4,20.5,17.5,5.0,0 / 8,0 / 3,24.1,4.5,0 / 15,0 / 12,0 / 3,0 / 2,2.9,4.5,4.5,0 / 18,0 / 5,0 / 3,2.9,9.1,4.5,0 / 18,0 / 5,0 / 3,2.9,0.0,0.0,0 / 18,0 / 5,0 / 3,5.9,9.1,4.5,0 / 18,0 / 5,0 / 3,38.2,40.9,22.7,2 / 18,0 / 5,0 / 3,31,22,18,15,3,3,3.2,4.5,1 / 18,0 / 15,0 / 3,0 / 3,3.2,9.1,1 / 18,0 / 15,0 / 3,0 / 3,3.2,0.0,0 / 18,0 / 15,0 / 3,0 / 3,6.5,9.1,1 / 18,0 / 15,0 / 3,0 / 3,41.9,40.9,5 / 18,2 / 15,0 / 3,0 / 3,7,3,2,0,0,0,7,3,2,0,0,0,1.2,3.0,2.0,,0.0,0.0,1.9,1.7,1.5,,,,5 / 11,1 / 5,0 / 3,,,,3 / 7,0 / 3,0 / 2,,,,3 / 7,0 / 3,0 / 2,,,,0 / 7,0 / 3,0 / 2,,,,3 / 7,0 / 3,0 / 2,,,,5 / 7,1 / 3,0 / 2,,,,1,0,0,0,2,1,15,8,13,8,1.8,1.8,52.4,3 / 14,2 / 13,2 / 8,2 / 13,2 / 8,3 / 13,0 / 8,5 / 13,2 / 8,7 / 13,3 / 8,Washington Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,VA
435,DOMINION FERTILITY AND ENDOCRINOLOGY,,ARLINGTON,VIRGINIA,100%,68%,70%,<1%,5%,13%,8%,48%,5%,4%,36%,41%,7%,26%,26%,"1,287",2,"Michael DiMattina, MD",234,156,167,144,90,92,10.7,10.9,19.8,20.1,25.6,27.2,1.1,1.1,1.2,1.3,1.3,1.1,42.9,24.7,21.1,12.7,7.7,2.9,72.7,9 / 16,1 / 14,1 / 12,0 / 5,0 / 4,16.2,9.6,4.8,3.5,1.1,0.0,17.5,10.9,4.8,3.5,1.1,0.0,0.0,0.6,0.6,0.7,0.0,0.0,17.5,11.5,5.4,4.2,1.1,0.0,20.5,12.2,9.0,6.3,5.6,2.2,102,71,64,62,32,31,37.3,21.1,12.5,8.1,3.1,0.0,40.2,23.9,12.5,8.1,3.1,0.0,0.0,1.4,1.6,1.6,0.0,0.0,40.2,25.4,14.1,9.7,3.1,0.0,47.1,26.8,23.4,14.5,15.6,6.5,106,64,40,26,11,5,100,60,37,19,8,4,1.5,1.1,1.2,0.8,0.3,1.0,1.1,1.3,1.6,1.7,1.1,1.3,48.1,29.7,30.4,27.3,1 / 9,1 / 5,35.0,33.3,18.9,6 / 19,1 / 8,0 / 4,40.0,33.3,27.0,7 / 19,1 / 8,1 / 4,3.0,1.7,5.4,0 / 19,0 / 8,0 / 4,43.0,35.0,32.4,7 / 19,1 / 8,1 / 4,51.0,40.0,45.9,7 / 19,1 / 8,1 / 4,15,22,16,9,12,3,29,44,18,39,1.1,1.1,9 / 16,43.9,7 / 18,30.8,8 / 18,38.5,0 / 18,2.6,8 / 18,41.0,12 / 18,43.6,Dominion Fertility and Endocrinology,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,VA
